연월,지역,성별,연령,count
2021-06,울산,여성,70대,3856
2021-06,울산,여성,80대,733
2021-06,울산,여성,90대 이상,187
2021-06,세종,남성,10대 이하,75
2021-06,세종,남성,20대,2209
2021-06,세종,남성,30대,22189
2021-06,세종,남성,40대,42365
2021-06,세종,남성,50대,31715
2021-06,세종,남성,60대,19851
2021-06,세종,남성,70대,5163
2021-06,세종,남성,80대,837
2021-06,세종,남성,90대 이상,65
2021-06,세종,여성,10대 이하,39
2021-06,세종,여성,20대,1542
2021-06,세종,여성,30대,10623
2021-06,세종,여성,40대,15840
2021-06,세종,여성,50대,11214
2021-06,세종,여성,60대,6202
2021-06,세종,여성,70대,1092
2021-06,세종,여성,80대,245
2021-06,세종,여성,90대 이상,55
2021-06,경기,남성,10대 이하,2140
2021-06,경기,남성,20대,97857
2021-06,경기,남성,30대,629142
2021-06,경기,남성,40대,1109019
2021-06,경기,남성,50대,1138075
2021-06,경기,남성,60대,788009
2021-06,경기,남성,70대,217137
2021-06,경기,남성,80대,41212
2021-06,경기,남성,90대 이상,3482
2021-06,경기,여성,10대 이하,1023
2021-06,경기,여성,20대,49210
2021-06,경기,여성,30대,242719
2021-06,경기,여성,40대,401853
2021-06,경기,여성,50대,441516
2021-06,경기,여성,60대,257824
2021-06,경기,여성,70대,54033
2021-06,경기,여성,80대,11378
2021-06,경기,여성,90대 이상,2464
2021-06,강원,남성,10대 이하,181
2021-06,강원,남성,20대,14409
2021-06,강원,남성,30대,63712
2021-06,강원,남성,40대,118716
2021-06,강원,남성,50대,156776
2021-06,강원,남성,60대,142611
2021-06,강원,남성,70대,47229
2021-06,강원,남성,80대,10213
2021-06,강원,남성,90대 이상,658
2021-06,강원,여성,10대 이하,106
2021-06,강원,여성,20대,6969
2021-06,강원,여성,30대,27253
2021-06,강원,여성,40대,48248
2021-06,강원,여성,50대,61910
2021-06,강원,여성,60대,45510
2021-06,강원,여성,70대,9526
2021-06,강원,여성,80대,1856
2021-06,강원,여성,90대 이상,538
2021-06,충북,남성,10대 이하,267
2021-06,충북,남성,20대,16590
2021-06,충북,남성,30대,77251
2021-06,충북,남성,40대,132873
2021-06,충북,남성,50대,167229
2021-06,충북,남성,60대,141150
2021-06,충북,남성,70대,42168
2021-06,충북,남성,80대,7868
2021-06,충북,남성,90대 이상,504
2021-06,충북,여성,10대 이하,144
2021-06,충북,여성,20대,8661
2021-06,충북,여성,30대,31771
2021-06,충북,여성,40대,50214
2021-06,충북,여성,50대,61846
2021-06,충북,여성,60대,40241
2021-06,충북,여성,70대,7796
2021-06,충북,여성,80대,1789
2021-06,충북,여성,90대 이상,304
2021-06,충남,남성,10대 이하,277
2021-06,충남,남성,20대,20507
2021-06,충남,남성,30대,111205
2021-06,충남,남성,40대,197513
2021-06,충남,남성,50대,219242
2021-06,충남,남성,60대,177831
2021-06,충남,남성,70대,60042
2021-06,충남,남성,80대,11054
2021-06,충남,남성,90대 이상,859
2021-06,충남,여성,10대 이하,152
2021-06,충남,여성,20대,10559
2021-06,충남,여성,30대,41818
2021-06,충남,여성,40대,66009
2021-06,충남,여성,50대,77996
2021-06,충남,여성,60대,52508
2021-06,충남,여성,70대,10799
2021-06,충남,여성,80대,2558
2021-06,충남,여성,90대 이상,544
2021-06,전북,남성,10대 이하,294
2021-06,전북,남성,20대,14402
2021-06,전북,남성,30대,67031
2021-06,전북,남성,40대,142332
2021-06,전북,남성,50대,183433
2021-06,전북,남성,60대,152936
2021-06,전북,남성,70대,55916
2021-06,전북,남성,80대,10473
2021-06,전북,남성,90대 이상,957
2021-06,전북,여성,10대 이하,142
2021-06,전북,여성,20대,8249
2021-06,전북,여성,30대,32167
2021-06,전북,여성,40대,55040
2021-06,전북,여성,50대,69142
2021-06,전북,여성,60대,46671
2021-06,전북,여성,70대,10853
2021-06,전북,여성,80대,3077
2021-06,전북,여성,90대 이상,824
2021-06,전남,남성,10대 이하,280
2021-06,전남,남성,20대,15546
2021-06,전남,남성,30대,70872
2021-06,전남,남성,40대,145890
2021-06,전남,남성,50대,203100
2021-06,전남,남성,60대,166940
2021-06,전남,남성,70대,62158
2021-06,전남,남성,80대,10352
2021-06,전남,남성,90대 이상,978
2021-06,전남,여성,10대 이하,148
2021-06,전남,여성,20대,8015
2021-06,전남,여성,30대,31064
2021-06,전남,여성,40대,52420
2021-06,전남,여성,50대,68341
2021-06,전남,여성,60대,45864
2021-06,전남,여성,70대,10175
2021-06,전남,여성,80대,3053
2021-06,전남,여성,90대 이상,754
2021-06,경북,남성,10대 이하,184
2021-06,경북,남성,20대,20746
2021-06,경북,남성,30대,112663
2021-06,경북,남성,40대,221831
2021-06,경북,남성,50대,300922
2021-06,경북,남성,60대,272794
2021-06,경북,남성,70대,94595
2021-06,경북,남성,80대,16589
2021-06,경북,남성,90대 이상,1165
2021-06,경북,여성,10대 이하,117
2021-06,경북,여성,20대,11038
2021-06,경북,여성,30대,44449
2021-06,경북,여성,40대,77929
2021-06,경북,여성,50대,101304
2021-06,경북,여성,60대,72637
2021-06,경북,여성,70대,15019
2021-06,경북,여성,80대,3274
2021-06,경북,여성,90대 이상,665
2021-06,경남,남성,10대 이하,564
2021-06,경남,남성,20대,24485
2021-06,경남,남성,30대,143393
2021-06,경남,남성,40대,286281
2021-06,경남,남성,50대,341419
2021-06,경남,남성,60대,277696
2021-06,경남,남성,70대,83319
2021-06,경남,남성,80대,12406
2021-06,경남,남성,90대 이상,971
2021-06,경남,여성,10대 이하,276
2021-06,경남,여성,20대,12403
2021-06,경남,여성,30대,57703
2021-06,경남,여성,40대,103389
2021-06,경남,여성,50대,122361
2021-06,경남,여성,60대,78265
2021-06,경남,여성,70대,14601
2021-06,경남,여성,80대,3241
2021-06,경남,여성,90대 이상,734
2021-06,제주,남성,10대 이하,153
2021-06,제주,남성,20대,5090
2021-06,제주,남성,30대,27747
2021-06,제주,남성,40대,60246
2021-06,제주,남성,50대,69683
2021-06,제주,남성,60대,48895
2021-06,제주,남성,70대,17534
2021-06,제주,남성,80대,3686
2021-06,제주,남성,90대 이상,256
2021-06,제주,여성,10대 이하,71
2021-06,제주,여성,20대,3575
2021-06,제주,여성,30대,15524
2021-06,제주,여성,40대,27896
2021-06,제주,여성,50대,32226
2021-06,제주,여성,60대,19704
2021-06,제주,여성,70대,4414
2021-06,제주,여성,80대,817
2021-06,제주,여성,90대 이상,204
2021-07,합계,남성,10대 이하,7570
2021-07,합계,남성,20대,367458
2021-07,합계,남성,30대,2174595
2021-07,합계,남성,40대,3920219
2021-07,합계,남성,50대,4422911
2021-07,합계,남성,60대,3446654
2021-07,합계,남성,70대,1083854
2021-07,합계,남성,80대,191629
2021-07,합계,남성,90대 이상,16511
2021-07,합계,여성,10대 이하,3725
2021-07,합계,여성,20대,191451
2021-07,합계,여성,30대,871315
2021-07,합계,여성,40대,1449275
2021-07,합계,여성,50대,1655816
2021-07,합계,여성,60대,1049940
2021-07,합계,여성,70대,224657
2021-07,합계,여성,80대,48998
2021-07,합계,여성,90대 이상,11300
2021-07,서울,남성,10대 이하,1451
2021-07,서울,남성,20대,35279
2021-07,서울,남성,30대,304407
2021-07,서울,남성,40대,508384
2021-07,서울,남성,50대,534722
2021-07,서울,남성,60대,433002
2021-07,서울,남성,70대,157179
2021-07,서울,남성,80대,30150
2021-07,서울,남성,90대 이상,3408
2021-07,서울,여성,10대 이하,590
2021-07,서울,여성,20대,18761
2021-07,서울,여성,30대,116329
2021-07,서울,여성,40대,186781
2021-07,서울,여성,50대,196423
2021-07,서울,여성,60대,134655
2021-07,서울,여성,70대,36577
2021-07,서울,여성,80대,7858
2021-07,서울,여성,90대 이상,2000
2021-07,부산,남성,10대 이하,453
2021-07,부산,남성,20대,18568
2021-07,부산,남성,30대,118713
2021-07,부산,남성,40대,211333
2021-07,부산,남성,50대,225592
2021-07,부산,남성,60대,202695
2021-07,부산,남성,70대,66636
2021-07,부산,남성,80대,10261
2021-07,부산,남성,90대 이상,1006
2021-07,부산,여성,10대 이하,244
2021-07,부산,여성,20대,8947
2021-07,부산,여성,30대,45424
2021-07,부산,여성,40대,78197
2021-07,부산,여성,50대,87975
2021-07,부산,여성,60대,61050
2021-07,부산,여성,70대,13324
2021-07,부산,여성,80대,2643
2021-07,부산,여성,90대 이상,540
2021-07,대구,남성,10대 이하,198
2021-07,대구,남성,20대,17317
2021-07,대구,남성,30대,102675
2021-07,대구,남성,40대,190284
2021-07,대구,남성,50대,227252
2021-07,대구,남성,60대,172672
2021-07,대구,남성,70대,55195
2021-07,대구,남성,80대,9390
2021-07,대구,남성,90대 이상,740
2021-07,대구,여성,10대 이하,101
2021-07,대구,여성,20대,9122
2021-07,대구,여성,30대,40368
2021-07,대구,여성,40대,72047
2021-07,대구,여성,50대,88724
2021-07,대구,여성,60대,53983
2021-07,대구,여성,70대,11916
2021-07,대구,여성,80대,2224
2021-07,대구,여성,90대 이상,438
2021-07,인천,남성,10대 이하,395
2021-07,인천,남성,20대,22977
2021-07,인천,남성,30대,128867
2021-07,인천,남성,40대,216263
2021-07,인천,남성,50대,232004
2021-07,인천,남성,60대,173766
2021-07,인천,남성,70대,44321
2021-07,인천,남성,80대,6549
2021-07,인천,남성,90대 이상,619
2021-07,인천,여성,10대 이하,238
2021-07,인천,여성,20대,11190
2021-07,인천,여성,30대,50910
2021-07,인천,여성,40대,81126
2021-07,인천,여성,50대,90482
2021-07,인천,여성,60대,54078
2021-07,인천,여성,70대,9480
2021-07,인천,여성,80대,1966
2021-07,인천,여성,90대 이상,437
2021-07,광주,남성,10대 이하,154
2021-07,광주,남성,20대,13034
2021-07,광주,남성,30대,64209
2021-07,광주,남성,40대,117753
2021-07,광주,남성,50대,130286
2021-07,광주,남성,60대,84421
2021-07,광주,남성,70대,26506
2021-07,광주,남성,80대,4354
2021-07,광주,남성,90대 이상,375
2021-07,광주,여성,10대 이하,76
2021-07,광주,여성,20대,8303
2021-07,광주,여성,30대,31627
2021-07,광주,여성,40대,50302
2021-07,광주,여성,50대,53685
2021-07,광주,여성,60대,28403
2021-07,광주,여성,70대,5950
2021-07,광주,여성,80대,1262
2021-07,광주,여성,90대 이상,341
2021-07,대전,남성,10대 이하,273
2021-07,대전,남성,20대,12463
2021-07,대전,남성,30대,67090
2021-07,대전,남성,40대,113498
2021-07,대전,남성,50대,129412
2021-07,대전,남성,60대,96114
2021-07,대전,남성,70대,27941
2021-07,대전,남성,80대,4721
2021-07,대전,남성,90대 이상,378
2021-07,대전,여성,10대 이하,148
2021-07,대전,여성,20대,7095
2021-07,대전,여성,30대,28369
2021-07,대전,여성,40대,46572
2021-07,대전,여성,50대,51407
2021-07,대전,여성,60대,30808
2021-07,대전,여성,70대,6019
2021-07,대전,여성,80대,1414
2021-07,대전,여성,90대 이상,342
2021-07,울산,남성,10대 이하,192
2021-07,울산,남성,20대,9191
2021-07,울산,남성,30대,53722
2021-07,울산,남성,40대,99933
2021-07,울산,남성,50대,126774
2021-07,울산,남성,60대,96789
2021-07,울산,남성,70대,23411
2021-07,울산,남성,80대,2781
2021-07,울산,남성,90대 이상,218
2021-07,울산,여성,10대 이하,84
2021-07,울산,여성,20대,4317
2021-07,울산,여성,30대,18889
2021-07,울산,여성,40대,32394
2021-07,울산,여성,50대,36585
2021-07,울산,여성,60대,21723
2021-07,울산,여성,70대,3830
2021-07,울산,여성,80대,725
2021-07,울산,여성,90대 이상,186
2021-07,세종,남성,10대 이하,77
2021-07,세종,남성,20대,2270
2021-07,세종,남성,30대,22383
2021-07,세종,남성,40대,42492
2021-07,세종,남성,50대,31862
2021-07,세종,남성,60대,19839
2021-07,세종,남성,70대,5143
2021-07,세종,남성,80대,827
2021-07,세종,남성,90대 이상,65
2021-07,세종,여성,10대 이하,39
2021-07,세종,여성,20대,1620
2021-07,세종,여성,30대,10743
2021-07,세종,여성,40대,15910
2021-07,세종,여성,50대,11246
2021-07,세종,여성,60대,6197
2021-07,세종,여성,70대,1087
2021-07,세종,여성,80대,238
2021-07,세종,여성,90대 이상,55
2021-07,경기,남성,10대 이하,2159
2021-07,경기,남성,20대,100869
2021-07,경기,남성,30대,634636
2021-07,경기,남성,40대,1111869
2021-07,경기,남성,50대,1139927
2021-07,경기,남성,60대,787397
2021-07,경기,남성,70대,216289
2021-07,경기,남성,80대,40803
2021-07,경기,남성,90대 이상,3448
2021-07,경기,여성,10대 이하,1037
2021-07,경기,여성,20대,50692
2021-07,경기,여성,30대,244938
2021-07,경기,여성,40대,403131
2021-07,경기,여성,50대,442628
2021-07,경기,여성,60대,257653
2021-07,경기,여성,70대,53766
2021-07,경기,여성,80대,11249
2021-07,경기,여성,90대 이상,2444
2021-07,강원,남성,10대 이하,181
2021-07,강원,남성,20대,14775
2021-07,강원,남성,30대,64100
2021-07,강원,남성,40대,118960
2021-07,강원,남성,50대,157176
2021-07,강원,남성,60대,142538
2021-07,강원,남성,70대,47058
2021-07,강원,남성,80대,10114
2021-07,강원,남성,90대 이상,647
2021-07,강원,여성,10대 이하,108
2021-07,강원,여성,20대,7203
2021-07,강원,여성,30대,27546
2021-07,강원,여성,40대,48431
2021-07,강원,여성,50대,62129
2021-07,강원,여성,60대,45511
2021-07,강원,여성,70대,9463
2021-07,강원,여성,80대,1820
2021-07,강원,여성,90대 이상,533
2021-07,충북,남성,10대 이하,269
2021-07,충북,남성,20대,17053
2021-07,충북,남성,30대,77744
2021-07,충북,남성,40대,133347
2021-07,충북,남성,50대,167586
2021-07,충북,남성,60대,141132
2021-07,충북,남성,70대,42041
2021-07,충북,남성,80대,7783
2021-07,충북,남성,90대 이상,495
2021-07,충북,여성,10대 이하,145
2021-07,충북,여성,20대,8884
2021-07,충북,여성,30대,31930
2021-07,충북,여성,40대,50460
2021-07,충북,여성,50대,62060
2021-07,충북,여성,60대,40253
2021-07,충북,여성,70대,7747
2021-07,충북,여성,80대,1777
2021-07,충북,여성,90대 이상,309
2021-07,충남,남성,10대 이하,283
2021-07,충남,남성,20대,21084
2021-07,충남,남성,30대,111883
2021-07,충남,남성,40대,197937
2021-07,충남,남성,50대,219834
2021-07,충남,남성,60대,177820
2021-07,충남,남성,70대,59817
2021-07,충남,남성,80대,10956
2021-07,충남,남성,90대 이상,842
2021-07,충남,여성,10대 이하,153
2021-07,충남,여성,20대,10865
2021-07,충남,여성,30대,42029
2021-07,충남,여성,40대,66222
2021-07,충남,여성,50대,78181
2021-07,충남,여성,60대,52552
2021-07,충남,여성,70대,10715
2021-07,충남,여성,80대,2522
2021-07,충남,여성,90대 이상,535
2021-07,전북,남성,10대 이하,297
2021-07,전북,남성,20대,14888
2021-07,전북,남성,30대,67454
2021-07,전북,남성,40대,142591
2021-07,전북,남성,50대,183837
2021-07,전북,남성,60대,152874
2021-07,전북,남성,70대,55739
2021-07,전북,남성,80대,10378
2021-07,전북,남성,90대 이상,949
2021-07,전북,여성,10대 이하,144
2021-07,전북,여성,20대,8508
2021-07,전북,여성,30대,32384
2021-07,전북,여성,40대,55191
2021-07,전북,여성,50대,69340
2021-07,전북,여성,60대,46656
2021-07,전북,여성,70대,10806
2021-07,전북,여성,80대,3033
2021-07,전북,여성,90대 이상,812
2021-07,전남,남성,10대 이하,284
2021-07,전남,남성,20대,15926
2021-07,전남,남성,30대,71364
2021-07,전남,남성,40대,146157
2021-07,전남,남성,50대,203517
2021-07,전남,남성,60대,166904
2021-07,전남,남성,70대,61935
2021-07,전남,남성,80대,10222
2021-07,전남,남성,90대 이상,965
2021-07,전남,여성,10대 이하,150
2021-07,전남,여성,20대,8230
2021-07,전남,여성,30대,31323
2021-07,전남,여성,40대,52588
2021-07,전남,여성,50대,68472
2021-07,전남,여성,60대,45887
2021-07,전남,여성,70대,10130
2021-07,전남,여성,80대,3018
2021-07,전남,여성,90대 이상,745
2021-07,경북,남성,10대 이하,183
2021-07,경북,남성,20대,21351
2021-07,경북,남성,30대,113257
2021-07,경북,남성,40대,222168
2021-07,경북,남성,50대,301616
2021-07,경북,남성,60대,272551
2021-07,경북,남성,70대,94166
2021-07,경북,남성,80대,16450
2021-07,경북,남성,90대 이상,1150
2021-07,경북,여성,10대 이하,116
2021-07,경북,여성,20대,11314
2021-07,경북,여성,30대,44759
2021-07,경북,여성,40대,78195
2021-07,경북,여성,50대,101592
2021-07,경북,여성,60대,72607
2021-07,경북,여성,70대,14959
2021-07,경북,여성,80대,3240
2021-07,경북,여성,90대 이상,654
2021-07,경남,남성,10대 이하,567
2021-07,경남,남성,20대,25218
2021-07,경남,남성,30대,144135
2021-07,경남,남성,40대,286754
2021-07,경남,남성,50대,341641
2021-07,경남,남성,60대,277286
2021-07,경남,남성,70대,82980
2021-07,경남,남성,80대,12253
