연월,지역,성별,연령,count
2021-03,제주,여성,10대 이하,71
2021-03,제주,여성,20대,3292
2021-03,제주,여성,30대,15108
2021-03,제주,여성,40대,27684
2021-03,제주,여성,50대,32203
2021-03,제주,여성,60대,19879
2021-03,제주,여성,70대,4532
2021-03,제주,여성,80대,850
2021-03,제주,여성,90대 이상,209
2021-04,합계,남성,10대 이하,7317
2021-04,합계,남성,20대,337634
2021-04,합계,남성,30대,2131379
2021-04,합계,남성,40대,3903957
2021-04,합계,남성,50대,4415995
2021-04,합계,남성,60대,3466222
2021-04,합계,남성,70대,1101066
2021-04,합계,남성,80대,198595
2021-04,합계,남성,90대 이상,17114
2021-04,합계,여성,10대 이하,3680
2021-04,합계,여성,20대,175824
2021-04,합계,여성,30대,851103
2021-04,합계,여성,40대,1437484
2021-04,합계,여성,50대,1646577
2021-04,합계,여성,60대,1054982
2021-04,합계,여성,70대,228815
2021-04,합계,여성,80대,50825
2021-04,합계,여성,90대 이상,11710
2021-04,서울,남성,10대 이하,1348
2021-04,서울,남성,20대,32030
2021-04,서울,남성,30대,298643
2021-04,서울,남성,40대,507656
2021-04,서울,남성,50대,535662
2021-04,서울,남성,60대,435949
2021-04,서울,남성,70대,159957
2021-04,서울,남성,80대,31198
2021-04,서울,남성,90대 이상,3454
2021-04,서울,여성,10대 이하,588
2021-04,서울,여성,20대,17091
2021-04,서울,여성,30대,113747
2021-04,서울,여성,40대,185877
2021-04,서울,여성,50대,196202
2021-04,서울,여성,60대,135969
2021-04,서울,여성,70대,37287
2021-04,서울,여성,80대,8141
2021-04,서울,여성,90대 이상,2067
2021-04,부산,남성,10대 이하,428
2021-04,부산,남성,20대,17066
2021-04,부산,남성,30대,116458
2021-04,부산,남성,40대,210590
2021-04,부산,남성,50대,225573
2021-04,부산,남성,60대,204248
2021-04,부산,남성,70대,67900
2021-04,부산,남성,80대,10677
2021-04,부산,남성,90대 이상,1031
2021-04,부산,여성,10대 이하,241
2021-04,부산,여성,20대,8203
2021-04,부산,여성,30대,44333
2021-04,부산,여성,40대,77589
2021-04,부산,여성,50대,87621
2021-04,부산,여성,60대,61508
2021-04,부산,여성,70대,13588
2021-04,부산,여성,80대,2741
2021-04,부산,여성,90대 이상,559
2021-04,대구,남성,10대 이하,201
2021-04,대구,남성,20대,16114
2021-04,대구,남성,30대,101123
2021-04,대구,남성,40대,190077
2021-04,대구,남성,50대,228132
2021-04,대구,남성,60대,175032
2021-04,대구,남성,70대,56302
2021-04,대구,남성,80대,9846
2021-04,대구,남성,90대 이상,770
2021-04,대구,여성,10대 이하,102
2021-04,대구,여성,20대,8411
2021-04,대구,여성,30대,39793
2021-04,대구,여성,40대,71596
2021-04,대구,여성,50대,88569
2021-04,대구,여성,60대,54649
2021-04,대구,여성,70대,12186
2021-04,대구,여성,80대,2329
2021-04,대구,여성,90대 이상,451
2021-04,인천,남성,10대 이하,381
2021-04,인천,남성,20대,21195
2021-04,인천,남성,30대,126120
2021-04,인천,남성,40대,215338
2021-04,인천,남성,50대,231256
2021-04,인천,남성,60대,174449
2021-04,인천,남성,70대,45018
2021-04,인천,남성,80대,6804
2021-04,인천,남성,90대 이상,636
2021-04,인천,여성,10대 이하,232
2021-04,인천,여성,20대,10297
2021-04,인천,여성,30대,49591
2021-04,인천,여성,40대,80510
2021-04,인천,여성,50대,90038
2021-04,인천,여성,60대,54352
2021-04,인천,여성,70대,9672
2021-04,인천,여성,80대,2025
2021-04,인천,여성,90대 이상,454
2021-04,광주,남성,10대 이하,151
2021-04,광주,남성,20대,11962
2021-04,광주,남성,30대,63199
2021-04,광주,남성,40대,117695
2021-04,광주,남성,50대,130586
2021-04,광주,남성,60대,85511
2021-04,광주,남성,70대,27027
2021-04,광주,남성,80대,4543
2021-04,광주,남성,90대 이상,394
2021-04,광주,여성,10대 이하,76
2021-04,광주,여성,20대,7614
2021-04,광주,여성,30대,31003
2021-04,광주,여성,40대,50012
2021-04,광주,여성,50대,53534
2021-04,광주,여성,60대,28718
2021-04,광주,여성,70대,6103
2021-04,광주,여성,80대,1334
2021-04,광주,여성,90대 이상,356
2021-04,대전,남성,10대 이하,281
2021-04,대전,남성,20대,11463
2021-04,대전,남성,30대,66040
2021-04,대전,남성,40대,113713
2021-04,대전,남성,50대,130444
2021-04,대전,남성,60대,97765
2021-04,대전,남성,70대,28640
2021-04,대전,남성,80대,4984
2021-04,대전,남성,90대 이상,406
2021-04,대전,여성,10대 이하,153
2021-04,대전,여성,20대,6603
2021-04,대전,여성,30대,27863
2021-04,대전,여성,40대,46408
2021-04,대전,여성,50대,51484
2021-04,대전,여성,60대,31228
2021-04,대전,여성,70대,6197
2021-04,대전,여성,80대,1469
2021-04,대전,여성,90대 이상,362
2021-04,울산,남성,10대 이하,187
2021-04,울산,남성,20대,8484
2021-04,울산,남성,30대,52930
2021-04,울산,남성,40대,99813
2021-04,울산,남성,50대,126993
2021-04,울산,남성,60대,97792
2021-04,울산,남성,70대,23873
2021-04,울산,남성,80대,2886
2021-04,울산,남성,90대 이상,231
2021-04,울산,여성,10대 이하,82
2021-04,울산,여성,20대,3941
2021-04,울산,여성,30대,18580
2021-04,울산,여성,40대,32295
2021-04,울산,여성,50대,36589
2021-04,울산,여성,60대,21987
2021-04,울산,여성,70대,3906
2021-04,울산,여성,80대,754
2021-04,울산,여성,90대 이상,185
2021-04,세종,남성,10대 이하,75
2021-04,세종,남성,20대,2042
2021-04,세종,남성,30대,21852
2021-04,세종,남성,40대,42250
2021-04,세종,남성,50대,31574
2021-04,세종,남성,60대,19943
2021-04,세종,남성,70대,5222
2021-04,세종,남성,80대,860
2021-04,세종,남성,90대 이상,65
2021-04,세종,여성,10대 이하,38
2021-04,세종,여성,20대,1433
2021-04,세종,여성,30대,10475
2021-04,세종,여성,40대,15758
2021-04,세종,여성,50대,11141
2021-04,세종,여성,60대,6180
2021-04,세종,여성,70대,1090
2021-04,세종,여성,80대,242
2021-04,세종,여성,90대 이상,58
2021-04,경기,남성,10대 이하,2094
2021-04,경기,남성,20대,92215
2021-04,경기,남성,30대,618873
2021-04,경기,남성,40대,1103906
2021-04,경기,남성,50대,1134505
2021-04,경기,남성,60대,789026
2021-04,경기,남성,70대,218897
2021-04,경기,남성,80대,42078
2021-04,경기,남성,90대 이상,3587
2021-04,경기,여성,10대 이하,1012
2021-04,경기,여성,20대,46321
2021-04,경기,여성,30대,237664
2021-04,경기,여성,40대,399097
2021-04,경기,여성,50대,438830
2021-04,경기,여성,60대,258107
2021-04,경기,여성,70대,54558
2021-04,경기,여성,80대,11601
2021-04,경기,여성,90대 이상,2518
2021-04,강원,남성,10대 이하,178
2021-04,강원,남성,20대,13620
2021-04,강원,남성,30대,62845
2021-04,강원,남성,40대,118346
2021-04,강원,남성,50대,156303
2021-04,강원,남성,60대,142988
2021-04,강원,남성,70대,47702
2021-04,강원,남성,80대,10448
2021-04,강원,남성,90대 이상,672
2021-04,강원,여성,10대 이하,106
2021-04,강원,여성,20대,6610
2021-04,강원,여성,30대,26912
2021-04,강원,여성,40대,47859
2021-04,강원,여성,50대,61547
2021-04,강원,여성,60대,45551
2021-04,강원,여성,70대,9594
2021-04,강원,여성,80대,1908
2021-04,강원,여성,90대 이상,553
2021-04,충북,남성,10대 이하,262
2021-04,충북,남성,20대,15724
2021-04,충북,남성,30대,76217
2021-04,충북,남성,40대,132336
2021-04,충북,남성,50대,166949
2021-04,충북,남성,60대,141693
2021-04,충북,남성,70대,42616
2021-04,충북,남성,80대,8053
2021-04,충북,남성,90대 이상,526
2021-04,충북,여성,10대 이하,143
2021-04,충북,여성,20대,8157
2021-04,충북,여성,30대,31271
2021-04,충북,여성,40대,49784
2021-04,충북,여성,50대,61599
2021-04,충북,여성,60대,40307
2021-04,충북,여성,70대,7923
2021-04,충북,여성,80대,1845
2021-04,충북,여성,90대 이상,313
2021-04,충남,남성,10대 이하,272
2021-04,충남,남성,20대,19535
2021-04,충남,남성,30대,110012
2021-04,충남,남성,40대,197223
2021-04,충남,남성,50대,219412
2021-04,충남,남성,60대,178734
2021-04,충남,남성,70대,60754
2021-04,충남,남성,80대,11314
2021-04,충남,남성,90대 이상,890
2021-04,충남,여성,10대 이하,152
2021-04,충남,여성,20대,9999
2021-04,충남,여성,30대,41352
2021-04,충남,여성,40대,65578
2021-04,충남,여성,50대,77635
2021-04,충남,여성,60대,52587
2021-04,충남,여성,70대,10932
2021-04,충남,여성,80대,2619
2021-04,충남,여성,90대 이상,565
2021-04,전북,남성,10대 이하,288
2021-04,전북,남성,20대,13620
2021-04,전북,남성,30대,66341
2021-04,전북,남성,40대,142123
2021-04,전북,남성,50대,183535
2021-04,전북,남성,60대,153521
2021-04,전북,남성,70대,56603
2021-04,전북,남성,80대,10759
2021-04,전북,남성,90대 이상,984
2021-04,전북,여성,10대 이하,141
2021-04,전북,여성,20대,7839
2021-04,전북,여성,30대,31679
2021-04,전북,여성,40대,54762
2021-04,전북,여성,50대,68920
2021-04,전북,여성,60대,46818
2021-04,전북,여성,70대,10989
2021-04,전북,여성,80대,3159
2021-04,전북,여성,90대 이상,847
2021-04,전남,남성,10대 이하,278
2021-04,전남,남성,20대,14785
2021-04,전남,남성,30대,70150
2021-04,전남,남성,40대,145612
2021-04,전남,남성,50대,203028
2021-04,전남,남성,60대,167349
2021-04,전남,남성,70대,62757
2021-04,전남,남성,80대,10582
2021-04,전남,남성,90대 이상,1000
2021-04,전남,여성,10대 이하,146
2021-04,전남,여성,20대,7637
2021-04,전남,여성,30대,30690
2021-04,전남,여성,40대,52184
2021-04,전남,여성,50대,67991
2021-04,전남,여성,60대,45940
2021-04,전남,여성,70대,10331
2021-04,전남,여성,80대,3151
2021-04,전남,여성,90대 이상,775
2021-04,경북,남성,10대 이하,183
2021-04,경북,남성,20대,19638
2021-04,경북,남성,30대,111374
2021-04,경북,남성,40대,221743
2021-04,경북,남성,50대,301503
2021-04,경북,남성,60대,274424
2021-04,경북,남성,70대,95880
2021-04,경북,남성,80대,17015
2021-04,경북,남성,90대 이상,1196
2021-04,경북,여성,10대 이하,119
2021-04,경북,여성,20대,10448
2021-04,경북,여성,30대,43901
2021-04,경북,여성,40대,77540
2021-04,경북,여성,50대,100905
2021-04,경북,여성,60대,72819
2021-04,경북,여성,70대,15239
2021-04,경북,여성,80대,3361
2021-04,경북,여성,90대 이상,693
2021-04,경남,남성,10대 이하,558
2021-04,경남,남성,20대,23270
2021-04,경남,남성,30대,141853
2021-04,경남,남성,40대,285604
2021-04,경남,남성,50대,340715
2021-04,경남,남성,60대,278506
2021-04,경남,남성,70대,84101
2021-04,경남,남성,80대,12739
2021-04,경남,남성,90대 이상,1011
2021-04,경남,여성,10대 이하,278
2021-04,경남,여성,20대,11826
2021-04,경남,여성,30대,56995
2021-04,경남,여성,40대,102874
2021-04,경남,여성,50대,121826
2021-04,경남,여성,60대,78472
2021-04,경남,여성,70대,14722
2021-04,경남,여성,80대,3309
2021-04,경남,여성,90대 이상,750
2021-04,제주,남성,10대 이하,152
2021-04,제주,남성,20대,4871
2021-04,제주,남성,30대,27349
2021-04,제주,남성,40대,59932
2021-04,제주,남성,50대,69825
2021-04,제주,남성,60대,49292
2021-04,제주,남성,70대,17817
2021-04,제주,남성,80대,3809
2021-04,제주,남성,90대 이상,261
2021-04,제주,여성,10대 이하,71
2021-04,제주,여성,20대,3394
2021-04,제주,여성,30대,15254
2021-04,제주,여성,40대,27761
2021-04,제주,여성,50대,32146
2021-04,제주,여성,60대,19790
2021-04,제주,여성,70대,4498
2021-04,제주,여성,80대,837
2021-04,제주,여성,90대 이상,204
2021-05,합계,남성,10대 이하,7359
2021-05,합계,남성,20대,346838
2021-05,합계,남성,30대,2144838
2021-05,합계,남성,40대,3906120
2021-05,합계,남성,50대,4414091
2021-05,합계,남성,60대,3456800
2021-05,합계,남성,70대,1094488
2021-05,합계,남성,80대,196156
2021-05,합계,남성,90대 이상,16908
2021-05,합계,여성,10대 이하,3680
2021-05,합계,여성,20대,180639
2021-05,합계,여성,30대,857794
2021-05,합계,여성,40대,1440864
2021-05,합계,여성,50대,1648570
2021-05,합계,여성,60대,1052653
2021-05,합계,여성,70대,227300
2021-05,합계,여성,80대,50188
2021-05,합계,여성,90대 이상,11584
2021-05,서울,남성,10대 이하,1352
2021-05,서울,남성,20대,33018
2021-05,서울,남성,30대,300629
2021-05,서울,남성,40대,507848
2021-05,서울,남성,50대,535435
2021-05,서울,남성,60대,434764
2021-05,서울,남성,70대,159180
2021-05,서울,남성,80대,30854
2021-05,서울,남성,90대 이상,3431
2021-05,서울,여성,10대 이하,589
2021-05,서울,여성,20대,17637
2021-05,서울,여성,30대,114575
2021-05,서울,여성,40대,186166
2021-05,서울,여성,50대,196237
2021-05,서울,여성,60대,135514
2021-05,서울,여성,70대,37056
2021-05,서울,여성,80대,8052
2021-05,서울,여성,90대 이상,2056
2021-05,부산,남성,10대 이하,436
2021-05,부산,남성,20대,17558
2021-05,부산,남성,30대,117274
2021-05,부산,남성,40대,210810
2021-05,부산,남성,50대,225536
2021-05,부산,남성,60대,203748
2021-05,부산,남성,70대,67528
2021-05,부산,남성,80대,10543
2021-05,부산,남성,90대 이상,1022
2021-05,부산,여성,10대 이하,243
2021-05,부산,여성,20대,8448
2021-05,부산,여성,30대,44682
2021-05,부산,여성,40대,77729
2021-05,부산,여성,50대,87649
2021-05,부산,여성,60대,61308
2021-05,부산,여성,70대,13490
2021-05,부산,여성,80대,2705
2021-05,부산,여성,90대 이상,557
2021-05,대구,남성,10대 이하,201
2021-05,대구,남성,20대,16482
2021-05,대구,남성,30대,101402
2021-05,대구,남성,40대,189474
2021-05,대구,남성,50대,227003
2021-05,대구,남성,60대,173759
2021-05,대구,남성,70대,55814
2021-05,대구,남성,80대,9682
2021-05,대구,남성,90대 이상,759
2021-05,대구,여성,10대 이하,101
2021-05,대구,여성,20대,8639
2021-05,대구,여성,30대,39955
2021-05,대구,여성,40대,71650
2021-05,대구,여성,50대,88384
2021-05,대구,여성,60대,54358
2021-05,대구,여성,70대,12053
2021-05,대구,여성,80대,2291
2021-05,대구,여성,90대 이상,447
2021-05,인천,남성,10대 이하,389
2021-05,인천,남성,20대,21734
2021-05,인천,남성,30대,126982
2021-05,인천,남성,40대,215434
2021-05,인천,남성,50대,231464
2021-05,인천,남성,60대,174226
2021-05,인천,남성,70대,44801
2021-05,인천,남성,80대,6738
2021-05,인천,남성,90대 이상,631
2021-05,인천,여성,10대 이하,234
2021-05,인천,여성,20대,10565
2021-05,인천,여성,30대,49936
2021-05,인천,여성,40대,80718
2021-05,인천,여성,50대,90157
2021-05,인천,여성,60대,54255
2021-05,인천,여성,70대,9603
2021-05,인천,여성,80대,1994
2021-05,인천,여성,90대 이상,447
2021-05,광주,남성,10대 이하,151
2021-05,광주,남성,20대,12266
2021-05,광주,남성,30대,63561
2021-05,광주,남성,40대,117477
2021-05,광주,남성,50대,130401
2021-05,광주,남성,60대,85056
2021-05,광주,남성,70대,26797
2021-05,광주,남성,80대,4472
2021-05,광주,남성,90대 이상,386
2021-05,광주,여성,10대 이하,75
2021-05,광주,여성,20대,7836
2021-05,광주,여성,30대,31210
2021-05,광주,여성,40대,50086
2021-05,광주,여성,50대,53525
2021-05,광주,여성,60대,28559
2021-05,광주,여성,70대,6051
2021-05,광주,여성,80대,1306
2021-05,광주,여성,90대 이상,353
2021-05,대전,남성,10대 이하,277
2021-05,대전,남성,20대,11793
2021-05,대전,남성,30대,66363
2021-05,대전,남성,40대,113322
2021-05,대전,남성,50대,129681
2021-05,대전,남성,60대,96858
2021-05,대전,남성,70대,28279
2021-05,대전,남성,80대,4874
2021-05,대전,남성,90대 이상,396
2021-05,대전,여성,10대 이하,151
2021-05,대전,여성,20대,6737
2021-05,대전,여성,30대,28056
2021-05,대전,여성,40대,46448
2021-05,대전,여성,50대,51375
2021-05,대전,여성,60대,30989
2021-05,대전,여성,70대,6118
2021-05,대전,여성,80대,1454
2021-05,대전,여성,90대 이상,356
2021-05,울산,남성,10대 이하,189
2021-05,울산,남성,20대,8693
2021-05,울산,남성,30대,53117
2021-05,울산,남성,40대,99710
2021-05,울산,남성,50대,126758
2021-05,울산,남성,60대,97337
2021-05,울산,남성,70대,23690
2021-05,울산,남성,80대,2838
2021-05,울산,남성,90대 이상,229
2021-05,울산,여성,10대 이하,83
2021-05,울산,여성,20대,4066
2021-05,울산,여성,30대,18675
2021-05,울산,여성,40대,32341
2021-05,울산,여성,50대,36553
2021-05,울산,여성,60대,21860
2021-05,울산,여성,70대,3876
2021-05,울산,여성,80대,747
2021-05,울산,여성,90대 이상,186
2021-05,세종,남성,10대 이하,75
2021-05,세종,남성,20대,2127
2021-05,세종,남성,30대,22039
2021-05,세종,남성,40대,42292
2021-05,세종,남성,50대,31637
2021-05,세종,남성,60대,19869
2021-05,세종,남성,70대,5185
2021-05,세종,남성,80대,848
2021-05,세종,남성,90대 이상,64
2021-05,세종,여성,10대 이하,39
2021-05,세종,여성,20대,1475
2021-05,세종,여성,30대,10533
2021-05,세종,여성,40대,15795
2021-05,세종,여성,50대,11187
2021-05,세종,여성,60대,6185
2021-05,세종,여성,70대,1088
2021-05,세종,여성,80대,244
2021-05,세종,여성,90대 이상,57
2021-05,경기,남성,10대 이하,2111
2021-05,경기,남성,20대,94916
2021-05,경기,남성,30대,623794
2021-05,경기,남성,40대,1106046
2021-05,경기,남성,50대,1136026
2021-05,경기,남성,60대,788584
2021-05,경기,남성,70대,218001
2021-05,경기,남성,80대,41663
2021-05,경기,남성,90대 이상,3545
2021-05,경기,여성,10대 이하,1008
2021-05,경기,여성,20대,47643
2021-05,경기,여성,30대,240314
2021-05,경기,여성,40대,400509
2021-05,경기,여성,50대,440048
2021-05,경기,여성,60대,257937
2021-05,경기,여성,70대,54281
2021-05,경기,여성,80대,11475
2021-05,경기,여성,90대 이상,2494
2021-05,강원,남성,10대 이하,178
2021-05,강원,남성,20대,13999
2021-05,강원,남성,30대,63248
2021-05,강원,남성,40대,118523
2021-05,강원,남성,50대,156392
2021-05,강원,남성,60대,142729
2021-05,강원,남성,70대,47409
2021-05,강원,남성,80대,10336
2021-05,강원,남성,90대 이상,664
2021-05,강원,여성,10대 이하,105
2021-05,강원,여성,20대,6770
2021-05,강원,여성,30대,27107
2021-05,강원,여성,40대,48061
2021-05,강원,여성,50대,61689
2021-05,강원,여성,60대,45510
2021-05,강원,여성,70대,9553
2021-05,강원,여성,80대,1889
2021-05,강원,여성,90대 이상,545
2021-05,충북,남성,10대 이하,264
2021-05,충북,남성,20대,16119
2021-05,충북,남성,30대,76723
2021-05,충북,남성,40대,132569
2021-05,충북,남성,50대,166894
2021-05,충북,남성,60대,141262
2021-05,충북,남성,70대,42353
2021-05,충북,남성,80대,7966
2021-05,충북,남성,90대 이상,513
2021-05,충북,여성,10대 이하,145
2021-05,충북,여성,20대,8412
2021-05,충북,여성,30대,31529
2021-05,충북,여성,40대,49973
2021-05,충북,여성,50대,61681
2021-05,충북,여성,60대,40233
2021-05,충북,여성,70대,7848
2021-05,충북,여성,80대,1819
2021-05,충북,여성,90대 이상,308
2021-05,충남,남성,10대 이하,273
2021-05,충남,남성,20대,19998
2021-05,충남,남성,30대,110495
2021-05,충남,남성,40대,197191
2021-05,충남,남성,50대,219176
2021-05,충남,남성,60대,178045
2021-05,충남,남성,70대,60349
2021-05,충남,남성,80대,11182
2021-05,충남,남성,90대 이상,870
2021-05,충남,여성,10대 이하,152
2021-05,충남,여성,20대,10252
2021-05,충남,여성,30대,41565
2021-05,충남,여성,40대,65756
2021-05,충남,여성,50대,77769
2021-05,충남,여성,60대,52553
2021-05,충남,여성,70대,10858
2021-05,충남,여성,80대,2593
2021-05,충남,여성,90대 이상,551
2021-05,전북,남성,10대 이하,290
2021-05,전북,남성,20대,14009
2021-05,전북,남성,30대,66637
2021-05,전북,남성,40대,142193
2021-05,전북,남성,50대,183339
2021-05,전북,남성,60대,153083
2021-05,전북,남성,70대,56245
2021-05,전북,남성,80대,10620
2021-05,전북,남성,90대 이상,975
2021-05,전북,여성,10대 이하,141
2021-05,전북,여성,20대,8038
2021-05,전북,여성,30대,31857
2021-05,전북,여성,40대,54834
2021-05,전북,여성,50대,68958
2021-05,전북,여성,60대,46722
2021-05,전북,여성,70대,10925
2021-05,전북,여성,80대,3103
2021-05,전북,여성,90대 이상,837
2021-05,전남,남성,10대 이하,279
2021-05,전남,남성,20대,15186
2021-05,전남,남성,30대,70521
2021-05,전남,남성,40대,145730
2021-05,전남,남성,50대,202903
2021-05,전남,남성,60대,167059
2021-05,전남,남성,70대,62437
2021-05,전남,남성,80대,10454
2021-05,전남,남성,90대 이상,993
2021-05,전남,여성,10대 이하,147
2021-05,전남,여성,20대,7830
2021-05,전남,여성,30대,30864
2021-05,전남,여성,40대,52217
2021-05,전남,여성,50대,68126
2021-05,전남,여성,60대,45879
2021-05,전남,여성,70대,10241
2021-05,전남,여성,80대,3114
2021-05,전남,여성,90대 이상,763
2021-05,경북,남성,10대 이하,181
2021-05,경북,남성,20대,20155
2021-05,경북,남성,30대,111985
2021-05,경북,남성,40대,221736
2021-05,경북,남성,50대,300958
2021-05,경북,남성,60대,273377
2021-05,경북,남성,70대,95107
2021-05,경북,남성,80대,16780
2021-05,경북,남성,90대 이상,1180
2021-05,경북,여성,10대 이하,119
2021-05,경북,여성,20대,10741
2021-05,경북,여성,30대,44172
2021-05,경북,여성,40대,77721
2021-05,경북,여성,50대,101002
2021-05,경북,여성,60대,72687
2021-05,경북,여성,70대,15144
2021-05,경북,여성,80대,3303
2021-05,경북,여성,90대 이상,679
2021-05,경남,남성,10대 이하,561
2021-05,경남,남성,20대,23813
2021-05,경남,남성,30대,142542
2021-05,경남,남성,40대,285746
2021-05,경남,남성,50대,340778
2021-05,경남,남성,60대,278035
2021-05,경남,남성,70대,83659
2021-05,경남,남성,80대,12566
2021-05,경남,남성,90대 이상,993
2021-05,경남,여성,10대 이하,278
2021-05,경남,여성,20대,12076
2021-05,경남,여성,30대,57348
2021-05,경남,여성,40대,103036
2021-05,경남,여성,50대,122074
2021-05,경남,여성,60대,78338
2021-05,경남,여성,70대,14659
2021-05,경남,여성,80대,3268
2021-05,경남,여성,90대 이상,744
2021-05,제주,남성,10대 이하,152
2021-05,제주,남성,20대,4972
2021-05,제주,남성,30대,27526
2021-05,제주,남성,40대,60019
2021-05,제주,남성,50대,69710
2021-05,제주,남성,60대,49009
2021-05,제주,남성,70대,17654
2021-05,제주,남성,80대,3740
2021-05,제주,남성,90대 이상,257
2021-05,제주,여성,10대 이하,70
2021-05,제주,여성,20대,3474
2021-05,제주,여성,30대,15416
2021-05,제주,여성,40대,27824
2021-05,제주,여성,50대,32156
2021-05,제주,여성,60대,19766
2021-05,제주,여성,70대,4456
2021-05,제주,여성,80대,831
2021-05,제주,여성,90대 이상,204
2021-06,합계,남성,10대 이하,7437
2021-06,합계,남성,20대,356992
2021-06,합계,남성,30대,2159536
2021-06,합계,남성,40대,3912264
2021-06,합계,남성,50대,4417099
2021-06,합계,남성,60대,3450897
2021-06,합계,남성,70대,1088779
2021-06,합계,남성,80대,193790
2021-06,합계,남성,90대 이상,16671
2021-06,합계,여성,10대 이하,3689
2021-06,합계,여성,20대,186048
2021-06,합계,여성,30대,864601
2021-06,합계,여성,40대,1444970
2021-06,합계,여성,50대,1652221
2021-06,합계,여성,60대,1051197
2021-06,합계,여성,70대,225936
2021-06,합계,여성,80대,49602
2021-06,합계,여성,90대 이상,11440
2021-06,서울,남성,10대 이하,1371
2021-06,서울,남성,20대,34205
2021-06,서울,남성,30대,302499
2021-06,서울,남성,40대,508214
2021-06,서울,남성,50대,535067
2021-06,서울,남성,60대,433997
2021-06,서울,남성,70대,158200
2021-06,서울,남성,80대,30506
2021-06,서울,남성,90대 이상,3403
2021-06,서울,여성,10대 이하,587
2021-06,서울,여성,20대,18187
2021-06,서울,여성,30대,115444
2021-06,서울,여성,40대,186445
2021-06,서울,여성,50대,196321
2021-06,서울,여성,60대,135119
2021-06,서울,여성,70대,36810
2021-06,서울,여성,80대,7952
2021-06,서울,여성,90대 이상,2041
2021-06,부산,남성,10대 이하,446
2021-06,부산,남성,20대,18101
2021-06,부산,남성,30대,118012
2021-06,부산,남성,40대,211040
2021-06,부산,남성,50대,225506
2021-06,부산,남성,60대,203219
2021-06,부산,남성,70대,67062
2021-06,부산,남성,80대,10403
2021-06,부산,남성,90대 이상,1012
2021-06,부산,여성,10대 이하,242
2021-06,부산,여성,20대,8703
2021-06,부산,여성,30대,45062
2021-06,부산,여성,40대,77937
2021-06,부산,여성,50대,87790
2021-06,부산,여성,60대,61218
2021-06,부산,여성,70대,13412
2021-06,부산,여성,80대,2672
2021-06,부산,여성,90대 이상,547
2021-06,대구,남성,10대 이하,198
2021-06,대구,남성,20대,16904
2021-06,대구,남성,30대,101979
2021-06,대구,남성,40대,189715
2021-06,대구,남성,50대,226919
2021-06,대구,남성,60대,172957
2021-06,대구,남성,70대,55435
2021-06,대구,남성,80대,9524
2021-06,대구,남성,90대 이상,746
2021-06,대구,여성,10대 이하,102
2021-06,대구,여성,20대,8861
2021-06,대구,여성,30대,40177
2021-06,대구,여성,40대,71816
2021-06,대구,여성,50대,88535
2021-06,대구,여성,60대,54153
2021-06,대구,여성,70대,11973
2021-06,대구,여성,80대,2254
2021-06,대구,여성,90대 이상,441
2021-06,인천,남성,10대 이하,389
2021-06,인천,남성,20대,22269
2021-06,인천,남성,30대,127869
2021-06,인천,남성,40대,215684
2021-06,인천,남성,50대,231824
2021-06,인천,남성,60대,173957
2021-06,인천,남성,70대,44577
2021-06,인천,남성,80대,6641
2021-06,인천,남성,90대 이상,627
2021-06,인천,여성,10대 이하,234
2021-06,인천,여성,20대,10915
2021-06,인천,여성,30대,50428
2021-06,인천,여성,40대,80957
2021-06,인천,여성,50대,90322
2021-06,인천,여성,60대,54169
2021-06,인천,여성,70대,9511
2021-06,인천,여성,80대,1984
2021-06,인천,여성,90대 이상,442
2021-06,광주,남성,10대 이하,153
2021-06,광주,남성,20대,12628
2021-06,광주,남성,30대,63873
2021-06,광주,남성,40대,117530
2021-06,광주,남성,50대,130177
2021-06,광주,남성,60대,84641
2021-06,광주,남성,70대,26622
2021-06,광주,남성,80대,4423
2021-06,광주,남성,90대 이상,382
2021-06,광주,여성,10대 이하,75
2021-06,광주,여성,20대,8067
2021-06,광주,여성,30대,31412
2021-06,광주,여성,40대,50143
2021-06,광주,여성,50대,53551
2021-06,광주,여성,60대,28490
2021-06,광주,여성,70대,6005
2021-06,광주,여성,80대,1288
2021-06,광주,여성,90대 이상,344
2021-06,대전,남성,10대 이하,276
2021-06,대전,남성,20대,12114
2021-06,대전,남성,30대,66700
2021-06,대전,남성,40대,113270
2021-06,대전,남성,50대,129276
2021-06,대전,남성,60대,96344
2021-06,대전,남성,70대,28079
2021-06,대전,남성,80대,4795
2021-06,대전,남성,90대 이상,384
2021-06,대전,여성,10대 이하,148
2021-06,대전,여성,20대,6911
2021-06,대전,여성,30대,28244
2021-06,대전,여성,40대,46477
2021-06,대전,여성,50대,51328
2021-06,대전,여성,60대,30836
2021-06,대전,여성,70대,6061
2021-06,대전,여성,80대,1431
2021-06,대전,여성,90대 이상,352
2021-06,울산,남성,10대 이하,189
2021-06,울산,남성,20대,8930
2021-06,울산,남성,30대,53399
2021-06,울산,남성,40대,99745
2021-06,울산,남성,50대,126736
2021-06,울산,남성,60대,97069
2021-06,울산,남성,70대,23543
2021-06,울산,남성,80대,2808
2021-06,울산,남성,90대 이상,222
2021-06,울산,여성,10대 이하,83
2021-06,울산,여성,20대,4183
2021-06,울산,여성,30대,18743
2021-06,울산,여성,40대,32357
2021-06,울산,여성,50대,36518
2021-06,울산,여성,60대,21786
